Rk,Player,Nation,Position,Squad,Age,Born,90s,Goals,PK,PKatt,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG,Assists,xA,Assists-xA,KeyPasses,Total Passes Completed,Total Passes Attempted,Total Passes Completed%,Short Passes Completed,Short Attempted Passes,Short Passes Completed%,Medium Passes Completed,Medium Passes Attempted,Medium Passes Completed%,Long Passes Completed,Long Passes Attempted,Long Passes Completed%,Passes With LF,Passes with RF,Free Kick Passes,Through Ball Passes,Corner Kicks,Throw Ins,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box,CrdY,CrdR,2CrdY,FoulsCommitted,FoulsDrawn,Offsides,Crosses,SuccessfulTackles,Interceptions,PKwon,PKcon,OG,SuccessfulDribbles,AttemptedDribbles,SuccessfulDribbles%,PlayersDribbledPast,Nutmegs,DribblersTackled,DribblesContested,%DribblersTackled,DribbledPastByOpponent
346,Pedro Mendes,pt POR,DEF,Montpellier,28,1990,14.3,1,0,0,9,3,0,33.3,0.63,0.21,0.11,0.33,1.1,1.1,0.12,-0.1,-0.1,0,0.1,-0.1,2,531,649,81.8,4,12,33.3,337,370,91.1,190,267,71.2,63,547,24,0,0,3,56,2,2,9,1,1,24,20,0,6,26,24,0,0,0,6,7,85.7,7,0,35,43,81.4,8
347,Thiago Mendes,br BRA,MID,Lyon,27,1992,20.2,0,0,0,26,3,0,11.5,1.29,0.15,0.00,0.00,1.3,1.3,0.05,-1.3,-1.3,6,1.6,+4.4,22,1036,1199,86.4,19,39,48.7,770,842,91.4,247,318,77.7,144,998,34,5,5,6,116,20,2,4,1,1,21,19,0,9,31,41,0,0,0,15,20,75.0,15,0,47,70,67.1,23
348,Stiven Mendoza,co COL,FWD,Amiens,27,1992,12.2,5,0,0,23,9,1,39.1,1.88,0.74,0.22,0.56,3.2,3.2,0.14,+1.8,+1.8,0,0.4,-0.4,6,264,375,70.4,7,29,24.1,216,276,78.3,41,70,58.6,320,32,3,3,3,4,27,9,2,2,0,0,21,21,1,20,11,8,0,0,0,27,46,58.7,29,2,18,35,51.4,17
349,Alexandre Mendy,fr FRA,FWD,Brest,25,1994,8.9,3,0,0,26,8,0,30.8,2.91,0.90,0.12,0.38,2.7,2.7,0.10,+0.3,+0.3,1,0.4,+0.6,6,107,144,74.3,3,7,42.9,91,115,79.1,13,22,59.1,8,98,1,0,0,0,3,1,0,3,0,0,21,11,3,3,2,0,0,0,0,6,9,66.7,7,1,4,10,40.0,6
350,Edouard Mendy,sn SEN,GK,Rennes,27,1992,22.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,531,723,73.4,0,2,0.0,221,221,100.0,310,500,62.0,37,536,52,0,0,0,10,0,0,1,0,0,1,5,0,0,0,0,0,0,0,1,1,100.0,1,0,0,0,,0
351,Hamza Mendyl,ma MAR,DEF,Dijon,21,1997,14.0,0,0,0,6,0,1,0.0,0.43,0.00,0.00,0,0.4,0.4,0.06,-0.4,-0.4,0,1.1,-1.1,9,585,745,78.5,14,30,46.7,473,538,87.9,98,177,55.4,539,36,15,2,0,140,24,9,4,6,1,0,23,4,0,38,26,26,0,0,0,23,45,51.1,25,2,57,78,73.1,21
352,Thomas Meunier,be BEL,DEF,Paris S-G,27,1991,13.8,0,0,0,4,2,0,50.0,0.29,0.14,0.00,0.00,0.2,0.2,0.06,-0.2,-0.2,1,2.2,-1.2,18,772,925,83.5,11,35,31.4,600,682,88.0,161,208,77.4,99,664,10,1,1,113,42,10,3,3,0,0,20,2,0,54,16,18,0,0,0,9,19,47.4,11,2,28,45,62.2,17
353,Mexer,mz MOZ,DEF,Bordeaux,30,1988,15.6,0,0,0,9,0,0,0.0,0.58,0.00,0.00,0,0.5,0.5,0.05,-0.5,-0.5,2,0.3,+1.7,5,860,1054,81.6,3,19,15.8,629,704,89.3,228,331,68.9,79,844,31,0,0,77,36,2,1,5,0,0,14,13,1,9,14,17,0,0,0,11,18,61.1,11,1,21,45,46.7,24
354,Florian Miguel,fr FRA,DEF,Nîmes,22,1996,22.9,1,0,0,17,2,0,11.8,0.74,0.09,0.06,0.50,1.3,1.3,0.08,-0.3,-0.3,0,1.0,-1.0,13,709,952,74.5,11,44,25.0,559,646,86.5,139,262,53.1,614,45,16,0,1,249,57,18,11,8,1,1,44,49,2,64,31,32,1,0,0,13,34,38.2,16,2,52,84,61.9,32
355,Georges Mikautadze,fr FRA,FWD,Metz,18,2000,0.1,0,0,0,1,0,0,0.0,12.86,0.00,0.00,0,0.0,0.0,0.04,0.0,0.0,0,0.0,0.0,0,2,3,66.7,0,1,0.0,2,2,100.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,,0
356,Stefan Mitrović,rs SRB,DEF,Strasbourg,29,1990,21.8,1,0,0,4,2,0,50.0,0.18,0.09,0.25,0.50,0.2,0.2,0.06,+0.8,+0.8,1,0.4,+0.6,2,820,906,90.5,10,16,62.5,489,523,93.5,321,367,87.5,363,480,27,0,0,1,23,1,0,4,0,0,18,10,0,0,15,27,0,1,0,0,0,,0,0,20,32,62.5,12
357,Florent Mollet,fr FRA,MID,Montpellier,27,1991,16.7,6,0,0,43,20,11,46.5,2.57,1.19,0.14,0.30,2.6,2.6,0.06,+3.4,+3.4,3,3.9,-0.9,37,632,810,78.0,18,42,42.9,463,520,89.0,151,248,60.9,132,658,45,3,55,2,59,11,2,5,0,0,21,24,2,117,4,9,0,1,0,14,32,43.8,14,0,8,28,28.6,20
358,Thomas Monconduit,fr FRA,MID,Amiens,28,1991,13.4,0,0,0,8,2,0,25.0,0.60,0.15,0.00,0.00,0.3,0.3,0.04,-0.3,-0.3,0,0.6,-0.6,7,476,619,76.9,5,24,20.8,339,393,86.3,132,202,65.3,112,456,36,1,15,0,56,3,1,7,0,0,27,19,2,24,13,9,0,0,0,10,16,62.5,11,0,21,39,53.8,18
359,Steven Moreira,fr FRA,DEF,Toulouse,24,1994,15.4,0,0,0,6,0,0,0.0,0.39,0.00,0.00,0,0.2,0.2,0.04,-0.2,-0.2,0,1.4,-1.4,14,569,730,77.9,8,25,32.0,446,522,85.4,115,183,62.8,54,511,11,3,1,133,36,8,1,3,2,0,29,10,1,34,27,16,0,0,0,11,16,68.8,12,1,42,50,84.0,8
360,Jérémy Morel,mg MAD,DEF,Rennes,35,1984,20.1,1,0,0,13,3,0,23.1,0.65,0.15,0.08,0.33,1.0,1.0,0.08,0.0,0.0,0,0.3,-0.3,5,837,1003,83.4,7,28,25.0,577,643,89.7,253,332,76.2,792,84,33,0,0,60,54,6,4,2,0,0,10,18,0,12,16,18,0,2,0,7,9,77.8,7,1,23,40,57.5,17
361,Lebo Mothiba,za RSA,FWD,Strasbourg,23,1996,10.7,3,0,0,25,9,1,36.0,2.33,0.84,0.12,0.33,5.0,5.0,0.20,-2.0,-2.0,3,1.4,+1.6,10,187,228,82.0,3,11,27.3,172,195,88.2,12,22,54.5,19,172,0,0,0,0,8,5,3,0,0,0,23,6,7,12,2,3,0,0,0,20,25,80.0,20,1,3,7,42.9,4
362,Harold Moukoudi,cm CMR,DEF,Saint-Étienne,21,1997,11.0,0,0,0,3,0,0,0.0,0.27,0.00,0.00,0,0.2,0.2,0.07,-0.2,-0.2,0,0.0,0.0,0,499,573,87.1,4,10,40.0,324,362,89.5,171,201,85.1,100,419,12,0,0,8,23,1,0,3,0,0,12,6,1,1,19,16,0,0,0,10,13,76.9,10,0,29,36,80.6,7
363,Jessy Moulin,fr FRA,GK,Saint-Étienne,33,1986,3.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,55,97,56.7,0,0,0,26,27,96.3,29,70,41.4,1,69,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
364,Wesley Moustache,fr FRA,DEF,Nantes,20,1999,0.5,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,20,27,74.1,0,0,0,17,20,85.0,3,7,42.9,22,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
365,Samuel Moutoussamy,cd COD,DEF,Nantes,22,1996,5.7,0,0,0,4,1,0,25.0,0.71,0.18,0.00,0.00,0.5,0.5,0.12,-0.5,-0.5,0,0.6,-0.6,6,260,318,81.8,2,12,16.7,223,255,87.5,35,51,68.6,258,25,2,1,1,28,20,1,0,0,0,0,1,5,1,8,2,4,0,0,0,7,20,35.0,10,0,6,13,46.2,7
366,Benoît Mukinayi,fr FRA,DEF,Monaco,18,2001,14.7,0,0,0,9,3,0,33.3,0.61,0.20,0.00,0.00,0.6,0.6,0.07,-0.6,-0.6,0,0.2,-0.2,3,741,852,87.0,3,16,18.8,523,570,91.8,215,266,80.8,647,143,18,0,0,4,60,2,0,0,0,0,18,13,0,1,12,24,0,0,0,5,7,71.4,6,0,21,28,75.0,7
367,Marshall Munetsi,zw ZIM,MID,Reims,23,1996,8.1,0,0,0,3,0,0,0.0,0.37,0.00,0.00,0,0.1,0.1,0.05,-0.1,-0.1,2,0.5,+1.5,6,254,328,77.4,9,17,52.9,189,232,81.5,56,79,70.9,27,257,4,2,0,2,13,3,2,2,0,0,16,11,0,5,15,10,0,1,0,10,19,52.6,12,0,22,34,64.7,12
368,Kévin N'Doram,fr FRA,MID,Metz,23,1996,16.3,0,0,0,8,2,0,25.0,0.49,0.12,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3,0,0.4,-0.4,8,729,809,90.1,11,23,47.8,573,622,92.1,145,164,88.4,51,709,28,1,1,2,49,4,0,2,0,0,22,25,0,0,30,21,0,0,0,19,27,70.4,21,0,43,67,64.2,24
369,Abdallah N'dour,sn SEN,DEF,Strasbourg,25,1993,4.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.3,-0.3,6,154,209,73.7,2,8,25.0,112,136,82.4,40,65,61.5,148,24,3,0,0,28,5,10,9,2,1,1,5,5,0,22,4,4,0,0,0,1,3,33.3,1,0,6,13,46.2,7
370,Ferris N'Goma,fr FRA,FWD,Brest,26,1993,0.2,1,1,1,1,0,0,0.0,4.29,0.00,0.00,0,0.8,0.0,0.02,+0.2,0.0,0,0.0,0.0,0,8,12,66.7,0,4,0.0,6,6,100.0,2,2,100.0,1,11,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,66.7,2,0,0,0,,0
371,Nathan N'Goumou,fr FRA,FWD,Toulouse,19,2000,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1,1,100.0,0,0,0,1,1,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
372,Stanley N'Soki,fr FRA,DEF,Nice,20,1999,14.1,0,0,0,3,1,0,33.3,0.21,0.07,0.00,0.00,0.4,0.4,0.14,-0.4,-0.4,1,0.9,+0.1,7,910,998,91.2,11,17,64.7,729,788,92.5,170,193,88.1,679,205,25,0,0,71,71,3,1,3,0,0,15,13,0,3,23,37,0,1,0,25,37,67.6,29,0,39,61,63.9,22
373,Keylor Navas,cr CRC,GK,Paris S-G,32,1986,20.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,444,515,86.2,2,2,100.0,240,240,100.0,202,273,74.0,61,368,21,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
374,Papa Ndiaga Yade,sn SEN,FWD,Metz,19,2000,0.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,3,0.0,0,2,0.0,0,0,0,0,1,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,,0
375,Neymar,br BRA,MID,Paris S-G,27,1992,14.7,13,4,5,64,31,10,48.4,4.36,2.11,0.14,0.29,13.0,9.2,0.15,0.0,-0.2,6,6.0,0.0,39,759,961,79.0,30,53,56.6,598,691,86.5,131,217,60.4,130,793,24,17,49,15,110,70,6,4,1,1,14,62,1,53,7,4,1,0,0,86,151,57.0,94,5,14,36,38.9,22
376,Muzinga Ngonda,cd COD,DEF,Dijon,25,1993,6.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.1,-0.1,2,256,333,76.9,4,12,33.3,215,255,84.3,37,66,56.1,225,15,7,0,0,74,17,3,0,1,0,0,8,5,0,12,10,11,0,0,1,3,7,42.9,4,0,15,18,83.3,3
377,Ahmad Ngouyamsa,cm CMR,DEF,Dijon,18,2000,0.6,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,,,0,,,,,,,,,
378,Opa Nguette,sn SEN,FWD,Metz,25,1994,19.5,4,0,0,26,9,0,34.6,1.33,0.46,0.15,0.44,3.0,3.0,0.12,+1.0,+1.0,2,1.5,+0.5,19,396,502,78.9,16,34,47.1,344,413,83.3,36,55,65.5,58,413,3,1,2,2,26,3,0,1,0,0,19,37,0,11,33,10,1,0,0,80,135,59.3,88,6,41,75,54.7,34
379,Ibrahima Niane,sn SEN,FWD,Metz,20,1999,8.5,3,1,1,23,6,1,26.1,2.71,0.71,0.09,0.33,2.3,1.5,0.07,+0.7,+0.5,0,0.3,-0.3,9,173,240,72.1,4,9,44.4,149,186,80.1,20,45,44.4,19,190,3,1,11,2,16,3,2,0,0,0,6,26,1,22,10,7,1,0,0,19,42,45.2,19,3,15,29,51.7,14
380,M'Baye Niang,sn SEN,FWD,Rennes,24,1994,22.8,10,0,2,61,27,0,44.3,2.68,1.19,0.16,0.37,9.0,7.5,0.12,+1.0,+2.5,0,0.7,-0.7,10,338,481,70.3,21,48,43.8,273,356,76.7,44,77,57.1,80,312,0,2,0,6,20,5,0,2,0,0,47,54,15,10,10,6,2,0,0,19,50,38.0,21,2,15,27,55.6,12
381,Cheikh Niasse,sn SEN,MID,Lille,19,2000,0.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,9,9,100.0,0,0,0,8,8,100.0,1,1,100.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
382,Casimir Ninga,td CHA,MID,Angers,26,1993,7.5,3,0,0,32,6,0,18.8,4.25,0.80,0.09,0.50,3.1,3.1,0.10,-0.1,-0.1,1,1.1,-0.1,11,160,207,77.3,6,15,40.0,135,160,84.4,19,32,59.4,13,178,0,0,0,5,7,9,0,2,1,0,14,10,2,8,5,2,0,0,0,15,38,39.5,18,0,7,12,58.3,5
383,Timothée Nkada,fr FRA,FWD,Reims,20,1999,1.5,0,0,0,2,0,0,0.0,1.29,0.00,0.00,0,0.1,0.1,0.05,-0.1,-0.1,0,0.3,-0.3,2,15,25,60.0,0,2,0.0,10,16,62.5,5,7,71.4,3,16,0,0,0,0,3,1,1,1,0,0,4,3,2,3,0,0,0,0,0,2,6,33.3,4,1,1,1,100.0,0
384,Arnaud Nordin,fr FRA,FWD,Saint-Étienne,21,1998,9.7,1,0,0,12,5,0,41.7,1.23,0.51,0.08,0.20,1.2,1.2,0.10,-0.2,-0.2,0,0.9,-0.9,9,208,269,77.3,8,27,29.6,168,193,87.0,32,49,65.3,116,132,5,1,7,6,11,7,3,2,0,0,13,29,0,30,3,5,2,0,0,25,34,73.5,27,0,5,16,31.3,11
385,Gerzino Nyamsi,fr FRA,DEF,Rennes,22,1997,1.3,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,40,46,87.0,0,1,0.0,29,30,96.7,11,15,73.3,15,28,1,0,0,0,1,0,0,0,0,0,4,2,0,0,0,1,0,0,0,1,1,100.0,1,0,1,1,100.0,0
386,Steven Nzonzi,fr FRA,MID,Rennes,30,1988,2.3,0,0,0,2,1,0,50.0,0.88,0.44,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1,0,0.1,-0.1,1,134,151,88.7,1,2,50.0,96,107,89.7,37,42,88.1,6,130,0,0,0,0,11,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0.0,0,0,3,6,50.0,3
387,Jean Onana,cm CMR,MID,Lille,19,2000,0.9,0,0,0,1,0,0,0.0,1.13,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.1,-0.1,1,41,47,87.2,0,1,0.0,27,29,93.1,14,17,82.4,6,38,0,0,0,1,3,1,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,,0,0,1,3,33.3,2
388,Henry Onyekuru,ng NGA,FWD,Monaco,22,1997,1.8,0,0,0,1,0,0,0.0,0.56,0.00,0.00,0,0.3,0.3,0.26,-0.3,-0.3,1,0.2,+0.8,1,35,47,74.5,1,2,50.0,29,38,76.3,5,7,71.4,4,41,1,0,1,2,2,1,0,0,0,0,0,4,0,2,1,1,0,0,0,5,10,50.0,5,0,1,2,50.0,1
389,Nicholas Opoku,gh GHA,DEF,Amiens,21,1997,5.0,0,0,0,1,0,0,0.0,0.20,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,1,3,5,,,0,,,,,,,,,
390,Victor Osimhen,ng NGA,FWD,Lille,20,1998,23.4,13,2,3,78,32,0,41.0,3.33,1.37,0.14,0.34,14.2,11.9,0.15,-1.2,-0.9,4,2.5,+1.5,16,219,342,64.0,9,27,33.3,189,278,68.0,21,37,56.8,27,215,1,1,0,5,11,3,1,4,0,0,53,34,31,18,5,9,3,0,0,12,32,37.5,14,1,8,14,57.1,6
391,Otávio,br BRA,MID,Bordeaux,25,1994,22.6,2,0,0,22,7,0,31.8,0.97,0.31,0.09,0.29,1.1,1.1,0.05,+0.9,+0.9,3,0.6,+2.4,7,1263,1386,91.1,7,21,33.3,986,1038,95.0,270,327,82.6,143,1193,34,0,0,2,77,6,1,6,0,0,41,26,0,5,55,36,0,0,0,15,18,83.3,15,0,79,129,61.2,50
392,Abou Ouattara,bf BFA,MID,Lille,19,1999,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2,3,66.7,0,0,0,2,3,66.7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
393,Remi Oudin,fr FRA,FWD,Bordeaux,22,1996,5.0,1,0,0,11,3,0,27.3,2.22,0.61,0.09,0.33,1.4,1.4,0.13,-0.4,-0.4,1,0.9,+0.1,2,142,225,63.1,3,15,20.0,123,159,77.4,16,51,31.4,161,35,0,1,1,7,4,2,0,0,0,0,5,3,4,21,6,7,0,0,0,10,11,90.9,10,0,8,17,47.1,9
394,Remi Oudin,fr FRA,FWD,Reims,22,1996,15.6,3,0,0,35,10,1,28.6,2.25,0.64,0.09,0.30,3.7,3.7,0.11,-0.7,-0.7,2,2.1,-0.1,18,297,454,65.4,11,31,35.5,208,273,76.2,78,150,52.0,341,69,7,5,3,7,22,13,2,1,0,0,14,6,6,42,8,16,0,0,0,13,22,59.1,15,2,14,31,45.2,17
395,Alexandre Oukidja,dz ALG,GK,Metz,31,1988,24.5,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.1,-0.1,3,424,813,52.2,0,0,0,133,137,97.1,291,676,43.0,35,587,97,0,0,0,17,1,0,3,0,0,1,7,0,0,0,0,0,0,0,2,2,100.0,2,0,0,1,0.0,1
396,Adam Ounas,dz ALG,MID,Nice,22,1996,10.7,1,0,0,16,6,1,37.5,1.49,0.56,0.06,0.17,1.6,1.6,0.10,-0.6,-0.6,3,2.2,+0.8,19,327,436,75.0,6,15,40.0,235,283,83.0,86,138,62.3,374,44,9,5,15,13,20,20,6,2,1,0,6,25,0,48,5,9,1,0,0,35,59,59.3,39,1,6,14,42.9,8
397,Ambroise Oyongo,cm CMR,DEF,Montpellier,28,1991,20.3,0,0,0,10,1,0,10.0,0.49,0.05,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3,0,0.9,-0.9,12,672,897,74.9,9,47,19.1,522,608,85.9,141,242,58.3,586,78,11,1,0,188,49,16,9,3,0,0,14,22,2,65,8,17,0,0,0,22,49,44.9,25,4,20,31,64.5,11
398,Pablo,br BRA,DEF,Bordeaux,28,1991,23.9,4,0,0,17,7,0,41.2,0.71,0.29,0.24,0.57,1.6,1.6,0.09,+2.4,+2.4,0,0.2,-0.2,1,1297,1477,87.8,5,20,25.0,905,989,91.5,387,468,82.7,400,933,32,0,0,19,50,1,0,2,0,0,25,11,1,0,21,38,0,2,0,5,7,71.4,6,0,33,45,73.3,12
399,Vincent Pajot,fr FRA,MID,Metz,28,1990,3.8,0,0,0,4,1,0,25.0,1.05,0.26,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,2,0.2,+1.8,7,139,172,80.8,6,8,75.0,97,114,85.1,36,50,72.0,18,145,9,1,9,0,8,3,0,0,1,0,11,4,1,10,6,7,0,0,0,3,7,42.9,3,0,13,15,86.7,2
400,Vincent Pajot,fr FRA,MID,Angers,28,1990,1.2,0,0,0,3,0,0,0.0,2.48,0.00,0.00,0,0.1,0.1,0.05,-0.1,-0.1,1,0.0,+1.0,2,36,48,75.0,1,3,33.3,27,35,77.1,8,10,80.0,5,39,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,4,0,0,0,1,1,100.0,1,0,1,1,100.0,0
401,Sergi Palencia,es ESP,DEF,Saint-Étienne,23,1996,5.2,0,0,0,1,0,0,0.0,0.19,0.00,0.00,0,0.1,0.1,0.11,-0.1,-0.1,0,0.1,-0.1,2,217,274,79.2,3,11,27.3,180,209,86.1,34,54,63.0,22,182,4,0,0,56,19,2,0,2,0,0,8,8,1,19,8,8,0,0,0,5,6,83.3,5,0,14,17,82.4,3
402,Nicolas Pallois,fr FRA,DEF,Nantes,31,1987,19.0,0,0,0,11,3,1,27.3,0.58,0.16,0.00,0.00,0.9,0.9,0.08,-0.9,-0.9,0,0.0,0.0,2,810,934,86.7,6,11,54.5,520,558,93.2,284,365,77.8,765,102,55,0,0,4,47,3,0,8,0,0,18,19,2,2,23,27,0,0,0,16,18,88.9,16,0,52,85,61.2,33
403,Jonathan Panzo,eng ENG,DEF,Monaco,18,2000,1.2,0,0,0,1,0,0,0.0,0.85,0.00,0.00,0,0.1,0.1,0.05,-0.1,-0.1,0,0.0,0.0,0,59,69,85.5,1,1,100.0,38,40,95.0,20,28,71.4,63,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,,0,0,2,3,66.7,1
404,Gaëtan Paquiez,fr FRA,DEF,Nîmes,25,1994,16.0,0,0,0,5,0,0,0.0,0.31,0.00,0.00,0,0.2,0.2,0.04,-0.2,-0.2,0,0.3,-0.3,5,524,721,72.7,9,26,34.6,442,548,80.7,73,147,49.7,83,400,17,0,1,174,52,2,0,6,1,1,21,16,1,25,30,32,0,0,0,11,21,52.4,14,0,48,86,55.8,38
405,Rubén Pardo,es ESP,MID,Bordeaux,26,1992,1.0,1,0,0,1,1,0,100.0,0.97,0.97,1.00,1.00,0.0,0.0,0.05,+1.0,+1.0,0,0.2,-0.2,2,51,62,82.3,1,1,100.0,42,48,87.5,8,13,61.5,7,49,0,0,1,0,5,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,1,0.0,0,0,2,2,100.0,0
406,Leandro Paredes,ar ARG,MID,Paris S-G,25,1994,8.8,0,0,0,18,5,2,27.8,2.05,0.57,0.00,0.00,0.5,0.5,0.03,-0.5,-0.5,0,0.2,-0.2,3,828,882,93.9,10,13,76.9,634,655,96.8,184,214,86.0,54,796,19,1,0,4,94,6,0,2,0,0,20,13,0,4,17,13,0,0,1,13,14,92.9,13,1,27,45,60.0,18
407,Mateo Pavlović,ba BIH,DEF,Angers,29,1990,9.0,0,0,0,7,3,0,42.9,0.78,0.33,0.00,0.00,0.6,0.6,0.08,-0.6,-0.6,0,0.0,0.0,0,297,333,89.2,0,3,0.0,185,203,91.1,112,127,88.2,38,252,6,0,0,0,12,0,0,3,0,0,11,3,0,0,3,4,0,0,0,0,0,,0,0,6,12,50.0,6
408,Dimitri Payet,fr FRA,FWD,Marseille,32,1987,20.6,8,3,3,53,19,13,35.8,2.57,0.92,0.09,0.26,5.4,3.1,0.06,+2.6,+1.9,4,7.1,-3.1,87,754,1065,70.8,10,47,21.3,534,624,85.6,210,394,53.3,115,909,56,7,111,20,75,42,9,5,1,1,15,28,2,176,12,10,0,1,0,53,92,57.6,60,4,21,45,46.7,24
409,Yohann Pelé,fr FRA,GK,Marseille,36,1982,1.7,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,36,47,76.6,0,0,0,20,20,100.0,16,27,59.3,3,37,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
410,Théo Pellenard,fr FRA,DEF,Angers,25,1994,5.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.2,-0.2,6,210,281,74.7,5,18,27.8,180,210,85.7,25,53,47.2,181,43,1,0,0,47,19,4,1,1,0,0,13,3,0,19,3,6,0,0,0,3,6,50.0,4,0,7,16,43.8,9
411,Andy Pelmard,fr FRA,DEF,Nice,19,2000,8.5,0,0,0,2,0,0,0.0,0.23,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.0,0.0,0,527,585,90.1,6,12,50.0,408,424,96.2,113,149,75.8,124,435,17,0,0,16,10,0,0,1,0,0,3,7,0,0,11,14,0,1,0,4,5,80.0,4,0,21,24,87.5,3
412,Mathias Pereira Lage,pt POR,MID,Angers,22,1996,16.9,1,0,0,36,9,0,25.0,2.13,0.53,0.03,0.11,2.2,2.2,0.06,-1.2,-1.2,3,2.5,+0.5,22,386,537,71.9,6,36,16.7,349,427,81.7,31,74,41.9,75,409,4,4,10,3,28,11,2,2,0,0,36,24,2,50,22,16,0,0,0,18,44,40.9,22,2,40,75,53.3,35
413,Romain Perraud,fr FRA,DEF,Brest,21,1997,16.5,0,0,0,19,4,0,21.1,1.15,0.24,0.00,0.00,0.5,0.5,0.03,-0.5,-0.5,1,1.4,-0.4,11,781,999,78.2,11,49,22.4,670,752,89.1,100,198,50.5,686,55,25,0,0,223,37,14,8,1,0,0,16,28,1,47,14,23,0,0,0,9,25,36.0,13,3,27,45,60.0,18
414,Loïc Perrin,fr FRA,DEF,Saint-Étienne,33,1985,19.0,0,0,0,5,0,0,0.0,0.26,0.00,0.00,0,0.5,0.5,0.10,-0.5,-0.5,0,0.2,-0.2,5,937,1066,87.9,6,14,42.9,630,680,92.6,301,372,80.9,136,837,39,0,0,3,48,3,0,5,0,0,23,11,1,1,22,38,0,1,0,4,4,100.0,4,0,30,35,85.7,5
