Rk,Player,Position,Squad,90s,Assists,xA,Assists-xA,KeyPasses,Total Completed Passes,Total Attempted Passes,Total Pass Completion %,Short Completed Passes,Short Attempted Passes,Short Pass Completion %,Medium Completed Passes,Medium Attempted Passes,Medium Pass Completion %,Long Completed Passes,Long Attempted Passes,Long Pass Completion %,Through Ball Passes,Corner Kicks,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box,Goals,PK,PK Attempts,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG 
105,Murilo Cerqueira,MID,ru Loko Moscow,4.1,0,0.0,0.0,0,63,90,70.0,1,3,33.3,45,58,77.6,17,29,58.6,0,0,4,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
106,Franco Cervi,MID,pt Benfica,4.4,1,0.3,+0.7,4,110,151,72.8,5,10,50.0,94,117,80.3,11,24,45.8,0,0,5,1,0,1,0,0,4,2,0,50.0,0.90,0.45,0.25,0.50,1.4,1.4,0.35,-0.4,-0.4
107,Leonardo César Jardim,GK,fr Lille,0.2,0,0.0,0.0,0,3,6,50.0,0,0,0,1,1,100.0,2,5,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
108,Rayan Cherki,MID,fr Lyon,0.2,0,0.0,0.0,0,3,3,100.0,0,0,0,2,2,100.0,1,1,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
109,Denis Cheryshev,MID,es Valencia,2.7,0,0.0,0.0,1,47,72,65.3,0,8,0.0,39,50,78.0,8,14,57.1,1,0,5,1,0,2,0,0,7,5,0,71.4,2.55,1.82,0.29,0.40,0.6,0.6,0.08,+1.4,+1.4
110,Chiquinho,MID,pt Benfica,3.0,0,0.1,-0.1,2,91,114,79.8,4,9,44.4,74,87,85.1,13,18,72.2,0,3,12,1,0,0,0,0,9,1,1,11.1,3.00,0.33,0.00,0.00,0.5,0.5,0.05,-0.5,-0.5
111,Andreas Christensen,DEF,eng Chelsea,2.0,0,0.0,0.0,0,90,93,96.8,1,1,100.0,55,55,100.0,34,37,91.9,0,0,2,0,0,0,0,0,1,0,0,0.0,0.50,0.00,0.00,0,0.1,0.1,0.07,-0.1,-0.1
112,Jasper Cillessen,GK,es Valencia,5.0,0,0.0,0.0,0,99,165,60.0,0,0,0,51,51,100.0,48,114,42.1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
113,Kingsley Coman,FWD,de Bayern Munich,4.1,1,0.5,+0.5,9,159,200,79.5,1,9,11.1,140,156,89.7,18,35,51.4,0,0,4,3,0,2,0,0,13,5,0,38.5,3.18,1.22,0.15,0.40,2.0,2.0,0.16,0.0,0.0
114,Dion Cools,MID,be Club Brugge,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
115,Francis Coquelin,MID,es Valencia,4.0,0,0.0,0.0,0,132,156,84.6,3,6,50.0,99,110,90.0,30,40,75.0,0,0,10,1,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
116,Vedran Ćorluka,DEF,ru Loko Moscow,5.8,0,0.0,0.0,0,134,170,78.8,0,0,0,73,78,93.6,61,92,66.3,0,0,10,0,0,0,0,0,1,0,0,0.0,0.17,0.00,0.00,0,0.1,0.1,0.08,-0.1,-0.1
117,Maxwel Cornet,MID,fr Lyon,2.2,1,0.1,+0.9,3,62,87,71.3,3,8,37.5,48,62,77.4,11,17,64.7,0,2,2,1,0,0,0,0,5,0,0,0.0,2.26,0.00,0.00,0,0.3,0.3,0.07,-0.3,-0.3
118,Carlos Coronel,GK,at RB Salzburg,2.6,0,0.0,0.0,0,42,73,57.5,0,0,0,22,22,100.0,20,51,39.2,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
119,Ángel Correa,MID,es Atlético Madrid,3.8,0,0.4,-0.4,3,73,104,70.2,8,16,50.0,60,76,78.9,5,12,41.7,0,1,4,2,0,0,0,0,7,2,0,28.6,1.85,0.53,0.00,0.00,1.1,1.1,0.15,-1.1,-1.1
120,Thierry Correia,DEF,es Valencia,0.2,0,0.0,0.0,0,7,11,63.6,0,0,0,7,8,87.5,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
121,Diego Costa,FWD,es Atlético Madrid,3.7,1,1.0,0.0,2,56,77,72.7,3,9,33.3,48,62,77.4,5,6,83.3,0,0,2,1,0,0,0,0,4,0,0,0.0,1.09,0.00,0.00,0,1.0,1.0,0.26,-1.0,-1.0
122,Douglas Costa,MID,it Juventus,0.2,0,0.0,0.0,0,18,22,81.8,0,1,0.0,16,18,88.9,2,3,66.7,0,0,0,2,0,1,0,0,1,1,0,100.0,4.50,4.50,1.00,1.00,0.5,0.5,0.46,+0.5,+0.5
123,Jaume Costa,DEF,es Valencia,2.7,0,0.1,-0.1,2,89,120,74.2,1,4,25.0,72,88,81.8,16,28,57.1,1,0,7,2,0,0,0,0,2,0,0,0.0,0.73,0.00,0.00,0,0.1,0.1,0.03,-0.1,-0.1
124,Gaëtan Coucke,GK,be Genk,5.0,0,0.0,0.0,0,152,224,67.9,1,1,100.0,61,61,100.0,90,162,55.6,0,0,3,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
125,Vladimír Coufal,DEF,cz Slavia Prague,6.0,0,0.2,-0.2,2,257,338,76.0,4,18,22.2,222,267,83.1,31,53,58.5,0,0,9,3,0,0,0,0,2,1,0,50.0,0.33,0.17,0.00,0.00,0.0,0.0,0.02,0.0,0.0
126,Thibaut Courtois,GK,es Real Madrid,4.5,0,0.0,0.0,0,104,126,82.5,0,0,0,68,69,98.6,36,57,63.2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
127,Philippe Coutinho,MID,de Bayern Munich,4.6,2,0.8,+1.2,11,199,265,75.1,4,9,44.4,138,163,84.7,57,93,61.3,0,29,24,16,2,1,0,0,25,9,2,36.0,5.45,1.96,0.04,0.11,1.9,1.9,0.08,-0.9,-0.9
128,Juan Cuadrado,DEF,it Juventus,4.0,1,1.0,0.0,7,273,310,88.1,4,14,28.6,221,233,94.8,48,63,76.2,0,0,17,10,3,1,0,0,2,1,0,50.0,0.50,0.25,0.50,1.00,0.1,0.1,0.03,+0.9,+0.9
129,Carlos Cuesta,DEF,be Genk,4.0,0,0.3,-0.3,1,77,96,80.2,2,5,40.0,56,59,94.9,19,32,59.4,0,0,5,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
130,Matheus Cunha,FWD,de RB Leipzig,0.9,0,0.0,0.0,0,21,26,80.8,0,1,0.0,19,22,86.4,2,3,66.7,0,0,3,0,0,0,0,0,7,0,0,0.0,7.88,0.00,0.00,0,1.5,1.5,0.23,-1.5,-1.5
131,Danilo D'Ambrosio,DEF,it Inter,2.0,0,0.0,0.0,0,87,111,78.4,1,2,50.0,60,74,81.1,26,35,74.3,0,0,3,1,1,0,0,0,6,2,0,33.3,2.93,0.98,0.00,0.00,0.6,0.6,0.09,-0.6,-0.6
132,Colin Dagba,DEF,fr Paris S-G,1.0,0,0.1,-0.1,1,48,57,84.2,0,1,0.0,42,45,93.3,6,11,54.5,0,0,1,0,0,0,0,0,1,0,0,0.0,1.00,0.00,0.00,0,0.0,0.0,0.05,0.0,0.0
133,Mahmoud Dahoud,MID,de Dortmund,0.3,0,0.0,0.0,0,21,22,95.5,0,0,0,16,17,94.1,5,5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
134,Patson Daka,FWD,at RB Salzburg,2.7,0,0.4,-0.4,5,43,59,72.9,6,10,60.0,35,44,79.5,2,5,40.0,1,0,1,2,0,1,0,0,11,4,0,36.4,4.11,1.49,0.09,0.25,1.7,1.7,0.16,-0.7,-0.7
135,Danilo,DEF,it Juventus,4.0,0,0.0,0.0,0,252,299,84.3,0,4,0.0,201,223,90.1,51,72,70.8,2,0,23,2,0,0,0,0,1,0,0,0.0,0.25,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0
136,Alphonso Davies,DEF,de Bayern Munich,3.0,2,0.2,+1.8,2,202,225,89.8,4,6,66.7,178,194,91.8,20,25,80.0,0,0,15,1,0,0,0,0,5,0,0,0.0,1.67,0.00,0.00,0,0.3,0.3,0.06,-0.3,-0.3
137,Ben Davies,DEF,eng Tottenham,3.0,1,0.6,+0.4,4,159,191,83.2,1,6,16.7,127,143,88.8,31,42,73.8,1,1,9,3,1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
138,Kevin De Bruyne,MID,eng Manchester City,3.4,1,1.2,-0.2,9,127,183,69.4,1,11,9.1,87,108,80.6,39,64,60.9,1,17,11,8,3,0,0,0,4,1,0,25.0,1.18,0.30,0.00,0.00,0.4,0.4,0.11,-0.4,-0.4
139,Charles De Ketelaere,MID,be Club Brugge,1.4,0,0.1,-0.1,1,43,60,71.7,2,3,66.7,37,49,75.5,4,8,50.0,0,0,6,1,0,0,0,0,2,0,0,0.0,1.43,0.00,0.00,0,0.1,0.1,0.07,-0.1,-0.1
140,Mattia De Sciglio,DEF,it Juventus,2.0,0,0.0,0.0,0,80,103,77.7,4,6,66.7,58,66,87.9,18,31,58.1,0,0,4,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
141,Miloš Degenek,DEF,rs Red Star,6.0,0,0.0,0.0,0,180,214,84.1,1,3,33.3,120,134,89.6,59,77,76.6,0,0,6,0,0,0,0,0,1,0,0,0.0,0.17,0.00,0.00,0,0.1,0.1,0.13,-0.1,-0.1
142,Thomas Delaney,MID,de Dortmund,2.7,0,0.1,-0.1,2,150,177,84.7,3,7,42.9,123,135,91.1,24,35,68.6,0,0,10,1,1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
143,Simon Deli,DEF,be Club Brugge,6.0,0,0.1,-0.1,1,225,281,80.1,0,2,0.0,143,161,88.8,82,118,69.5,2,0,21,0,0,0,0,0,5,0,0,0.0,0.83,0.00,0.00,0,0.2,0.2,0.05,-0.2,-0.2
144,Moussa Dembélé,FWD,fr Lyon,5.1,1,0.7,+0.3,5,68,93,73.1,1,6,16.7,59,75,78.7,8,12,66.7,1,0,3,3,0,0,0,0,8,0,0,0.0,1.56,0.00,0.00,0,0.6,0.6,0.07,-0.6,-0.6
145,Ousmane Dembélé,FWD,es Barcelona,1.5,0,0.9,-0.9,4,47,69,68.1,1,6,16.7,39,48,81.3,7,15,46.7,3,7,2,7,0,0,0,0,4,1,0,25.0,2.65,0.66,0.00,0.00,0.2,0.2,0.05,-0.2,-0.2
146,Merih Demiral,DEF,it Juventus,1.0,0,0.0,0.0,0,45,51,88.2,1,2,50.0,37,41,90.2,7,8,87.5,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
147,Kerem Demirbay,MID,de Bayer,4.2,0,0.4,-0.4,6,217,280,77.5,0,10,0.0,168,187,89.8,49,83,59.0,0,24,25,2,0,0,0,0,11,1,1,9.1,2.64,0.24,0.00,0.00,0.4,0.4,0.04,-0.4,-0.4
148,Diego Demme,MID,de RB Leipzig,4.0,0,0.0,0.0,2,314,355,88.5,10,19,52.6,247,264,93.6,57,72,79.2,1,0,38,7,2,1,0,0,4,1,0,25.0,0.99,0.25,0.25,1.00,0.4,0.4,0.10,+0.6,+0.6
149,Jason Denayer,DEF,fr Lyon,5.0,0,0.1,-0.1,4,277,297,93.3,5,5,100.0,161,172,93.6,111,120,92.5,0,0,15,0,0,0,0,0,2,0,0,0.0,0.40,0.00,0.00,0,0.1,0.1,0.07,-0.1,-0.1
150,Emmanuel Dennis,FWD,be Club Brugge,5.1,1,0.2,+0.8,3,91,143,63.6,5,20,25.0,74,103,71.8,12,20,60.0,0,0,7,1,0,2,0,0,16,8,0,50.0,3.14,1.57,0.13,0.25,2.6,2.6,0.16,-0.6,-0.6
151,Dentinho,FWD,ua Shakhtar,0.2,0,0.0,0.0,0,7,8,87.5,0,0,0,6,7,85.7,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
152,Memphis Depay,FWD,fr Lyon,4.4,0,0.8,-0.8,13,145,210,69.0,4,12,33.3,116,145,80.0,25,53,47.2,0,22,9,5,1,5,1,1,16,10,1,62.5,3.65,2.28,0.25,0.40,2.5,1.8,0.11,+2.5,+2.2
153,Sergiño Dest,DEF,nl Ajax,4.5,0,0.2,-0.2,6,202,236,85.6,2,3,66.7,177,198,89.4,23,35,65.7,0,0,14,0,0,0,0,0,3,1,0,33.3,0.67,0.22,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1
154,Sébastien Dewaest,DEF,be Genk,4.0,0,0.0,0.0,0,136,166,81.9,1,4,25.0,76,84,90.5,59,78,75.6,0,0,13,0,0,0,0,0,3,1,0,33.3,0.75,0.25,0.00,0.00,0.2,0.2,0.08,-0.2,-0.2
155,Giovanni Di Lorenzo,DEF,it Napoli,6.0,2,0.7,+1.3,5,293,365,80.3,13,29,44.8,240,273,87.9,40,63,63.5,1,0,23,1,0,0,0,0,2,0,0,0.0,0.33,0.00,0.00,0,0.2,0.2,0.08,-0.2,-0.2
156,Ángel Di María,FWD,fr Paris S-G,5.6,3,2.3,+0.7,13,187,248,75.4,1,7,14.3,160,183,87.4,26,58,44.8,2,22,15,8,0,2,0,0,16,7,1,43.8,2.86,1.25,0.13,0.29,2.0,2.0,0.12,0.0,0.0
157,Moussa Diaby,MID,de Bayer,2.0,0,0.1,-0.1,2,66,91,72.5,2,4,50.0,59,72,81.9,5,15,33.3,0,0,5,1,0,0,0,0,6,2,0,33.3,3.00,1.00,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2
158,Mbaye Diagne,FWD,be Club Brugge,0.4,0,0.0,0.0,0,7,10,70.0,0,1,0.0,6,8,75.0,1,1,100.0,0,0,0,0,0,0,0,1,1,0,0,0.0,2.25,0.00,0.00,0,0.8,0.0,0.02,-0.8,0.0
159,Mouctar Diakhaby,DEF,es Valencia,2.9,0,0.1,-0.1,1,98,115,85.2,2,2,100.0,59,65,90.8,37,48,77.1,0,0,5,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
160,Abdou Diallo,DEF,fr Paris S-G,1.2,0,0.0,0.0,0,75,82,91.5,3,3,100.0,59,62,95.2,13,17,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
161,Rúben Dias,DEF,pt Benfica,6.0,0,0.0,0.0,1,254,296,85.8,2,2,100.0,157,166,94.6,95,128,74.2,0,0,11,0,0,0,0,0,1,0,0,0.0,0.17,0.00,0.00,0,0.0,0.0,0.05,0.0,0.0
162,Krepin Diatta,DEF,be Club Brugge,4.8,0,0.5,-0.5,7,114,177,64.4,1,6,16.7,93,123,75.6,20,48,41.7,4,9,11,10,1,1,0,0,5,1,1,20.0,1.03,0.21,0.20,1.00,0.3,0.3,0.05,+0.7,+0.7
163,Brahim Díaz,FWD,es Real Madrid,0.2,0,0.0,0.0,0,11,12,91.7,2,2,100.0,8,9,88.9,1,1,100.0,0,0,0,2,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
164,Eric Dier,MID,eng Tottenham,2.5,0,0.0,0.0,0,126,144,87.5,0,5,0.0,89,95,93.7,37,44,84.1,0,0,4,0,0,0,0,0,1,0,0,0.0,0.41,0.00,0.00,0,0.4,0.4,0.43,-0.4,-0.4
165,Virgil van Dijk,DEF,eng Liverpool,7.0,0,0.2,-0.2,2,531,582,91.2,1,4,25.0,293,313,93.6,237,265,89.4,0,0,55,1,0,0,0,0,9,1,0,11.1,1.29,0.14,0.00,0.00,0.4,0.4,0.04,-0.4,-0.4
166,Emir Dilaver,DEF,hr Dinamo Zagreb,6.0,0,0.0,0.0,0,176,211,83.4,2,3,66.7,77,87,88.5,97,121,80.2,0,0,9,1,0,0,0,0,2,1,0,50.0,0.33,0.17,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1
167,Tiago Djaló,DEF,fr Lille,3.0,0,0.0,0.0,1,123,143,86.0,0,3,0.0,81,91,89.0,42,49,85.7,0,0,12,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
168,Berat Djimsiti,DEF,it Atalanta,4.0,0,0.0,0.0,0,147,167,88.0,0,3,0.0,116,126,92.1,31,38,81.6,0,0,7,0,0,0,0,0,3,0,0,0.0,0.75,0.00,0.00,0,0.3,0.3,0.09,-0.3,-0.3
169,Dodô,DEF,ua Shakhtar,3.1,1,0.7,+0.3,2,142,168,84.5,2,7,28.6,119,129,92.2,21,32,65.6,1,0,4,2,0,1,0,0,2,1,0,50.0,0.64,0.32,0.50,1.00,0.4,0.4,0.22,+0.6,+0.6
170,Jaume Doménech,GK,es Valencia,2.0,0,0.0,0.0,0,34,73,46.6,0,0,0,7,7,100.0,27,66,40.9,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
171,Ryan Donk,DEF,tr Galatasaray,4.0,0,0.1,-0.1,1,108,134,80.6,1,3,33.3,63,69,91.3,44,62,71.0,0,0,10,1,0,0,0,0,1,0,0,0.0,0.25,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0
172,Gabriel Dos Santos,DEF,fr Lille,6.0,0,0.0,0.0,0,209,257,81.3,3,4,75.0,135,149,90.6,71,104,68.3,0,0,16,0,0,0,0,0,3,1,0,33.3,0.50,0.17,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1
173,Aleksandar Dragović,DEF,de Bayer,1.0,0,0.0,0.0,0,46,51,90.2,0,1,0.0,26,28,92.9,20,22,90.9,0,0,2,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
174,Julian Draxler,FWD,fr Paris S-G,0.2,0,0.0,0.0,0,25,29,86.2,0,1,0.0,21,22,95.5,4,6,66.7,0,0,2,0,0,0,0,0,1,0,0,0.0,4.09,0.00,0.00,0,0.1,0.1,0.11,-0.1,-0.1
175,Sebastián Driussi,MID,ru Zenit,4.0,0,0.3,-0.3,5,140,184,76.1,3,13,23.1,109,123,88.6,28,48,58.3,2,10,12,8,1,0,0,0,11,1,1,9.1,2.73,0.25,0.00,0.00,0.5,0.5,0.05,-0.5,-0.5
176,Leo Dubois,DEF,fr Lyon,5.0,2,0.8,+1.2,7,268,350,76.6,0,11,0.0,224,254,88.2,44,85,51.8,1,0,16,7,4,0,0,0,6,3,0,50.0,1.20,0.60,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1
177,Paulo Dybala,FWD,it Juventus,2.3,3,1.2,+1.8,4,127,159,79.9,4,10,40.0,104,117,88.9,19,32,59.4,1,8,6,3,1,3,0,0,11,5,2,45.5,4.81,2.18,0.27,0.60,1.2,1.2,0.11,+1.8,+1.8
178,Artem Dzyuba,FWD,ru Zenit,6.0,1,3.1,-2.1,15,165,228,72.4,7,20,35.0,137,178,77.0,21,30,70.0,6,0,20,9,1,2,0,0,7,3,0,42.9,1.17,0.50,0.29,0.67,0.8,0.8,0.12,+1.2,+1.2
179,Éder,FWD,ru Loko Moscow,3.8,0,0.1,-0.1,2,62,79,78.5,6,9,66.7,52,64,81.3,4,6,66.7,0,0,3,0,0,0,0,0,4,1,0,25.0,1.05,0.26,0.00,0.00,0.2,0.2,0.05,-0.2,-0.2
180,Ederson,GK,eng Manchester City,4.5,0,0.0,0.0,0,127,148,85.8,0,0,0,58,58,100.0,69,90,76.7,0,0,5,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
181,Jurgen Ekkelenkamp,MID,nl Ajax,0.0,0,0.0,0.0,0,4,5,80.0,1,1,100.0,3,4,75.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
182,Omar Elabdellaoui,DEF,gr Olympiacos,5.1,0,0.3,-0.3,2,256,293,87.4,7,15,46.7,210,225,93.3,39,53,73.6,0,0,9,3,1,0,0,0,3,1,0,33.3,0.59,0.20,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1
183,Elif Elmas,MID,it Napoli,1.0,0,0.0,0.0,1,54,62,87.1,2,3,66.7,47,51,92.2,5,8,62.5,0,0,7,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
184,Christian Eriksen,MID,eng Tottenham,3.3,1,1.6,-0.6,10,138,188,73.4,3,11,27.3,113,132,85.6,22,45,48.9,2,6,12,2,1,1,0,0,8,5,2,62.5,2.44,1.53,0.13,0.20,0.7,0.7,0.08,+0.3,+0.3
185,Aleksandr Erokhin,MID,ru Zenit,1.8,0,0.0,0.0,1,39,62,62.9,2,7,28.6,33,42,78.6,4,13,30.8,0,0,5,0,0,0,0,0,1,0,0,0.0,0.54,0.00,0.00,0,0.0,0.0,0.05,0.0,0.0
186,Sebastiano Esposito,FWD,it Inter,0.6,0,0.1,-0.1,1,6,11,54.5,1,2,50.0,4,8,50.0,1,1,100.0,0,0,0,2,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
187,Fabinho,MID,eng Liverpool,5.2,1,0.4,+0.6,3,331,369,89.7,4,11,36.4,233,248,94.0,94,110,85.5,4,0,40,6,0,0,0,0,6,1,0,16.7,1.15,0.19,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2
188,Radamel Falcao,FWD,tr Galatasaray,2.3,0,0.1,-0.1,1,43,56,76.8,3,5,60.0,38,46,82.6,2,5,40.0,0,0,1,0,0,0,0,0,4,0,1,0.0,1.73,0.00,0.00,0,0.2,0.2,0.06,-0.2,-0.2
189,Patrick Farkas,DEF,at RB Salzburg,0.1,0,0.1,-0.1,1,4,6,66.7,0,0,0,3,4,75.0,1,2,50.0,0,0,0,0,0,0,0,0,1,0,0,0.0,15.00,0.00,0.00,0,0.0,0.0,0.01,0.0,0.0
190,Ansu Fati,FWD,es Barcelona,1.0,0,0.6,-0.6,2,38,49,77.6,0,2,0.0,37,45,82.2,1,2,50.0,0,0,0,4,0,1,0,0,2,1,0,50.0,2.02,1.01,0.50,1.00,0.1,0.1,0.07,+0.9,+0.9
191,Sofiane Feghouli,FWD,tr Galatasaray,3.8,0,0.1,-0.1,3,118,148,79.7,0,3,0.0,101,114,88.6,17,31,54.8,0,0,14,2,0,0,0,0,4,1,0,25.0,1.05,0.26,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2
192,Ljubomir Fejsa,MID,pt Benfica,1.7,0,0.0,0.0,0,60,74,81.1,2,3,66.7,43,49,87.8,15,22,68.2,0,0,3,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
193,Felipe,DEF,es Atlético Madrid,6.0,0,0.0,0.0,0,204,247,82.6,2,4,50.0,129,148,87.2,73,95,76.8,0,0,9,0,0,1,0,0,3,2,0,66.7,0.50,0.33,0.33,0.50,0.2,0.2,0.08,+0.8,+0.8
194,João Félix,FWD,es Atlético Madrid,3.2,0,1.0,-1.0,4,90,107,84.1,4,7,57.1,73,85,85.9,13,15,86.7,3,0,5,8,0,2,1,1,15,5,0,33.3,4.64,1.55,0.07,0.20,2.2,1.5,0.10,-0.2,-0.5
195,Gedson Fernandes,MID,eng Tottenham,0.7,0,0.0,0.0,0,6,13,46.2,1,2,50.0,5,8,62.5,0,3,0.0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.41,0.00,0.00,0,0.0,0.0,0.04,0.0,0.0
196,Gedson Fernandes,MID,pt Benfica,1.5,0,0.0,0.0,0,30,44,68.2,1,3,33.3,26,34,76.5,3,7,42.9,0,0,1,3,0,0,0,0,4,0,0,0.0,2.67,0.00,0.00,0,0.2,0.2,0.06,-0.2,-0.2
197,Fernandinho,DEF,eng Manchester City,5.0,0,0.0,0.0,0,247,272,90.8,1,2,50.0,171,181,94.5,75,89,84.3,0,0,33,2,0,0,0,0,1,0,0,0.0,0.20,0.00,0.00,0,0.1,0.1,0.12,-0.1,-0.1
198,Roberto Firmino,FWD,eng Liverpool,5.7,3,2.0,+1.0,13,200,254,78.7,5,18,27.8,168,202,83.2,27,34,79.4,7,0,15,11,0,0,0,0,9,2,0,22.2,1.57,0.35,0.00,0.00,0.6,0.6,0.06,-0.6,-0.6
199,Junior Firpo,DEF,es Barcelona,2.0,0,0.0,0.0,0,82,95,86.3,1,3,33.3,76,87,87.4,5,5,100.0,0,0,3,1,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
200,Phil Foden,MID,eng Manchester City,2.1,2,1.6,+0.4,5,115,131,87.8,3,5,60.0,96,104,92.3,16,22,72.7,1,1,10,3,0,2,0,0,5,2,0,40.0,2.43,0.97,0.40,1.00,0.7,0.7,0.14,+1.3,+1.3
201,José Fonte,DEF,fr Lille,4.0,0,0.1,-0.1,1,155,174,89.1,0,0,0,118,125,94.4,37,49,75.5,0,0,4,1,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
202,Emil Forsberg,MID,de RB Leipzig,5.3,1,1.4,-0.4,11,200,250,80.0,9,14,64.3,165,192,85.9,26,44,59.1,5,12,19,12,2,3,2,2,16,8,0,50.0,3.04,1.52,0.06,0.13,3.0,1.5,0.09,0.0,-0.5
203,Juan Foyth,DEF,eng Tottenham,2.2,0,0.0,0.0,0,120,131,91.6,2,4,50.0,103,108,95.4,15,19,78.9,0,0,7,1,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
204,Remo Freuler,MID,it Atalanta,5.4,0,0.1,-0.1,2,253,287,88.2,10,18,55.6,207,223,92.8,36,46,78.3,0,0,21,4,0,1,0,0,5,2,0,40.0,0.92,0.37,0.20,0.50,0.4,0.4,0.07,+0.6,+0.6
205,Michal Frydrych,DEF,cz Slavia Prague,1.9,0,0.0,0.0,0,62,72,86.1,0,0,0,44,49,89.8,18,23,78.3,0,0,3,0,0,0,0,0,2,0,0,0.0,1.03,0.00,0.00,0,0.1,0.1,0.07,-0.1,-0.1
206,Gabriel,MID,pt Benfica,4.9,0,0.2,-0.2,6,267,330,80.9,5,9,55.6,174,199,87.4,88,122,72.1,3,1,44,9,1,0,0,0,7,2,0,28.6,1.43,0.41,0.00,0.00,0.4,0.4,0.06,-0.4,-0.4
207,Gianluca Gaetano,MID,it Napoli,0.2,0,0.0,0.0,0,4,4,100.0,0,0,0,2,2,100.0,2,2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
208,Roberto Gagliardini,MID,it Inter,2.4,0,0.0,0.0,0,56,75,74.7,1,1,100.0,46,57,80.7,9,17,52.9,1,0,5,2,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
